wagnum,ts_id,target
9348,3,34284.0
9349,4,34235.0
9350,2,25308.0
9353,2,25534.0
9354,2,89807.0
9355,3,104927.0
9357,3,8962.0
9358,3,76666.0
9359,2,24792.0
9361,3,25313.0
9361,6,2803.0
9362,2,57175.0
9363,2,36073.0
9364,2,11098.0
9366,5,42003.0
9368,5,36043.0
9369,2,121548.0
9370,2,33922.0
9371,1,36868.0
9372,2,123628.0
9372,3,46649.0
9373,2,54226.0
9374,2,9422.0
9374,4,40597.0
9375,3,10347.0
9375,6,1441.0
9376,3,36640.0
9377,4,41676.0
9378,3,40217.0
9379,3,113990.0
9381,4,41264.0
9382,3,10374.0
9383,2,39234.0
9383,5,33124.0
9384,6,14839.0
9385,1,28279.0
9386,3,6311.0
9387,4,70494.0
9388,1,33127.0
9389,2,25926.0
9390,3,32985.0
9390,4,38181.0
9391,3,44091.0
9393,3,3451.0
9395,4,23377.0
9397,2,31475.0
9399,2,23280.0
9400,3,61089.0
9401,1,79553.0
9402,3,85387.0
9403,4,14594.0
9406,4,68283.0
9407,3,87548.0
9408,2,62285.0
9409,5,7361.0
9410,4,49085.0
9411,2,84447.0
9412,3,3363.0
9414,4,109489.0
9415,3,39311.0
9416,4,15379.0
9418,2,51438.0
9419,2,20551.0
9419,3,18880.0
9420,2,37744.0
9420,4,81167.0
9423,4,23277.0
9424,2,80663.0
9425,5,30866.0
9426,2,15180.0
9426,4,19589.0
9427,3,26397.0
9428,3,3534.0
9429,2,51408.0
9429,5,14187.0
9430,2,95007.0
9431,3,13696.0
9433,2,108969.0
9434,5,22677.0
9435,3,71669.0
9436,3,19909.0
9437,3,73049.0
9438,2,102960.0
9438,4,39427.0
9439,6,24970.0
9440,3,32968.0
9441,2,70237.0
9443,2,79288.0
9444,3,4756.0
9444,4,27640.0
9445,3,13292.0
9446,3,76784.0
9447,2,88221.0
9448,4,60006.0
9451,3,44192.0
9452,1,19523.0
9453,3,97127.0
9454,3,39923.0
9455,3,9868.0
9456,3,20196.0
9457,4,99349.0
9459,3,81650.0
9460,3,42489.0
9461,2,46943.0
9462,3,52891.0
9463,3,112659.0
9464,3,38786.0
9464,4,31825.0
9465,3,54874.0
9467,3,63738.0
9468,3,8758.0
9468,4,42519.0
9469,3,29588.0
9470,3,17206.0
9473,3,92967.0
9474,3,77279.0
9475,5,82224.0
9476,3,27724.0
9477,2,41695.0
9480,4,30816.0
9481,3,35080.0
9482,1,27363.0
9483,4,63084.0
9484,2,81409.0
9484,4,6394.0
9485,2,65330.0
9486,2,25798.0
9487,3,39560.0
9488,3,87805.0
9490,4,57411.0
9491,2,26556.0
9491,4,24152.0
9492,4,34186.0
9493,3,8752.0
9494,3,4549.0
9495,4,12579.0
9495,5,16202.0
9497,4,16179.0
9498,1,17849.0
9498,2,6608.0
9499,1,22309.0
9499,3,35476.0
9500,6,22538.0
9501,2,10333.0
9501,5,7846.0
9502,1,7124.0
9503,5,41801.0
9504,6,11875.0
9505,1,33611.0
9505,3,72805.0
9509,2,82526.0
9511,3,7056.0
9512,2,42869.0
9512,4,48923.0
9513,5,100824.0
9514,5,5464.0
9515,2,78036.0
9515,3,59093.0
9516,4,16980.0
9517,5,19188.0
9518,3,51966.0
9519,2,13557.0
9519,3,7730.0
9521,3,106010.0
9522,2,9196.0
9522,4,46724.0
9524,3,94402.0
9526,3,28340.0
9527,2,39501.0
9528,3,22461.0
9529,4,13741.0
9530,2,22493.0
9531,4,35330.0
9532,2,101221.0
9533,5,16785.0
9534,2,56686.0
9534,4,9639.0
9536,4,92485.0
9537,4,25201.0
9537,7,11793.0
9538,3,13732.0
9539,4,41414.0
9543,3,34626.0
9544,2,94993.0
9546,2,56267.0
9547,3,4484.0
9548,3,36104.0
9548,5,21599.0
9549,3,9932.0
9549,4,58525.0
9550,6,11281.0
9551,3,60015.0
9553,5,24312.0
9555,4,40746.0
9555,6,11827.0
9557,2,87502.0
9558,4,19904.0
9559,3,49255.0
9560,2,6759.0
9561,3,45896.0
9563,3,72530.0
9566,1,38247.0
9567,4,70760.0
9568,3,24264.0
9569,2,37126.0
9569,3,47630.0
9570,4,64541.0
9572,1,37990.0
9573,2,30149.0
9574,2,4508.0
9574,5,29248.0
9575,3,35122.0
9577,3,50684.0
9578,4,57173.0
9579,1,6561.0
9581,3,48294.0
9581,5,52703.0
9582,3,49986.0
9583,3,75826.0
9584,2,78155.0
9585,2,38234.0
9585,3,18728.0
9586,3,34533.0
9587,2,75854.0
9588,3,52680.0
9588,4,15367.0
9589,2,15491.0
9590,3,108714.0
9591,4,23427.0
9592,2,102091.0
9593,3,30498.0
9594,3,12382.0
9595,3,890.0
9596,3,55846.0
9596,4,29038.0
9597,2,64584.0
9598,1,73052.0
9599,2,25080.0
9599,3,6910.0
9601,5,10674.0
9602,3,44008.0
9603,3,68281.0
9604,4,113894.0
9605,1,44152.0
9606,3,9029.0
9606,4,18074.0
9607,1,59230.0
9608,2,61504.0
9609,2,78646.0
9611,2,54703.0
9612,4,14686.0
9612,6,17273.0
9613,1,3413.0
9613,2,10657.0
9615,6,41514.0
9616,3,74582.0
9617,2,59999.0
9618,1,3688.0
9621,6,12803.0
9622,2,20717.0
9623,5,35423.0
9624,2,68705.0
9625,1,45801.0
9626,2,8631.0
9627,3,24266.0
9628,7,12975.0
9629,2,18922.0
9630,4,52528.0
9631,4,62786.0
9633,3,48892.0
9634,2,6468.0
9636,1,21555.0
9637,1,8254.0
9638,1,57234.0
9640,3,44984.0
9641,1,11600.0
9642,5,3980.0
9644,3,56399.0
9645,1,12752.0
9646,6,47004.0
9647,5,28997.0
9648,2,9129.0
9649,2,32138.0
9651,4,18976.0
9652,2,69016.0
9653,4,60205.0
9654,3,22354.0
9655,2,24148.0
9657,3,5289.0
9657,5,69401.0
9658,2,76634.0
9658,4,4730.0
9659,2,6933.0
9660,4,24747.0
9661,4,47947.0
9662,4,30950.0
9663,2,54890.0
9664,2,24529.0
9665,3,70391.0
9666,6,29572.0
9667,1,65964.0
9668,2,14208.0
9670,2,79043.0
9671,3,28828.0
9673,4,60023.0
9674,2,40005.0
9675,2,43288.0
9676,1,8981.0
9677,3,68092.0
9678,1,17246.0
9680,2,40329.0
9681,4,43209.0
9682,4,35233.0
9683,1,4507.0
9684,2,43546.0
9685,3,6832.0
9685,4,25146.0
9686,1,70444.0
9687,3,9012.0
9688,3,57868.0
9691,2,13470.0
9691,3,28438.0
9693,3,20268.0
9694,1,38148.0
9695,3,69891.0
9696,3,19081.0
9697,5,27831.0
9698,4,52749.0
9699,1,60415.0
9701,6,50842.0
9702,1,31861.0
9702,3,43360.0
9704,3,86173.0
9707,4,20462.0
9708,3,31819.0
9709,2,41848.0
9710,2,30059.0
9711,1,32808.0
9712,2,69928.0
9713,1,16123.0
9713,3,28162.0
9715,2,42909.0
9717,1,20349.0
9717,4,10437.0
9717,7,11045.0
9718,5,53400.0
9719,6,31869.0
9720,2,21980.0
9721,2,9663.0
9723,3,39230.0
9724,4,24180.0
9725,2,88199.0
9727,5,7570.0
9728,1,25609.0
9729,2,77218.0
9729,4,40112.0
9730,4,8873.0
9731,1,55208.0
9731,3,14840.0
9732,3,13045.0
9733,1,52892.0
9734,3,68740.0
9734,5,13795.0
9735,2,29231.0
9737,3,13174.0
9738,1,33208.0
9738,3,19212.0
9739,2,87328.0
9740,5,14123.0
9741,3,22917.0
9742,2,5135.0
9743,4,4089.0
9744,6,57061.0
9745,3,23241.0
9746,3,1339.0
9747,4,23056.0
9748,1,59300.0
9750,2,49646.0
9751,3,5433.0
9752,4,26754.0
9754,1,33603.0
9755,1,49853.0
9756,3,49300.0
9756,4,30088.0
9756,5,32641.0
9760,4,66840.0
9761,2,24143.0
9762,3,50441.0
9764,2,8053.0
9766,4,48207.0
9767,2,19898.0
9768,5,39473.0
9769,2,86052.0
9770,3,30539.0
9770,4,36631.0
9771,3,57093.0
9772,2,40582.0
9773,2,4548.0
9774,2,77667.0
9777,1,11637.0
9779,5,8945.0
9780,4,27273.0
9782,4,16050.0
9787,1,45856.0
9788,4,95765.0
9789,4,18250.0
9790,4,23699.0
9791,1,7406.0
9792,1,15714.0
9793,7,34935.0
9794,3,31427.0
9795,3,19812.0
9796,2,23217.0
9797,3,7389.0
9798,1,81331.0
9798,2,54202.0
9799,2,13748.0
9800,4,15178.0
9801,1,62593.0
9802,4,15845.0
9802,5,22213.0
9803,3,48119.0
9805,2,37458.0
9806,3,12315.0
9806,4,20489.0
9807,2,92210.0
9808,3,64313.0
9809,2,53108.0
9809,4,8202.0
9810,4,10568.0
9811,1,63499.0
9812,2,56756.0
9814,4,3652.0
9814,5,23588.0
9816,2,128351.0
9817,2,56814.0
9817,3,19707.0
9818,4,32884.0
9819,5,23477.0
9820,3,24159.0
9821,2,54937.0
9822,2,20955.0
9823,2,107824.0
9825,5,21310.0
9827,4,41798.0
9827,5,11712.0
9828,3,8657.0
9829,3,31509.0
9830,3,84579.0
9831,4,30462.0
9833,2,27812.0
9835,1,8978.0
9836,4,19306.0
9838,2,67296.0
9839,5,27065.0
9841,4,5164.0
9842,1,50512.0
9843,2,10431.0
9844,3,2629.0
9845,2,121369.0
9845,3,13887.0
9846,2,66361.0
9847,3,81879.0
9848,1,62162.0
9849,2,51003.0
9851,5,73860.0
9853,4,5693.0
9854,4,29063.0
9855,2,12718.0
9856,4,4531.0
9857,2,86834.0
9858,1,15859.0
9858,2,27670.0
9859,4,83309.0
9861,3,59139.0
9862,6,8993.0
9863,6,55276.0
9865,5,20017.0
9866,2,4695.0
9867,3,23381.0
9868,2,8354.0
9869,3,5072.0
9870,4,10626.0
9871,3,13339.0
9872,2,109256.0
9873,5,34493.0
9875,5,11836.0
9876,2,2549.0
9877,1,34844.0
9877,2,16199.0
9878,2,15830.0
9879,2,31753.0
9880,4,46127.0
9880,6,10363.0
9881,3,15744.0
9883,1,4512.0
9883,3,85807.0
9884,3,21093.0
9884,4,31445.0
9885,2,53737.0
9886,3,63084.0
9887,3,46544.0
9888,3,45205.0
9889,2,65111.0
9891,3,60985.0
9894,1,61315.0
9895,2,12052.0
9898,3,108224.0
9899,3,86532.0
9900,1,55955.0
9902,2,23796.0
9902,5,29422.0
9903,4,119439.0
9904,5,19694.0
9905,4,61291.0
9907,3,36959.0
9907,4,23236.0
9908,2,35459.0
9909,5,43599.0
9910,2,45394.0
9911,2,13003.0
9911,3,86489.0
9912,3,25356.0
9913,4,10708.0
9914,4,81506.0
9915,1,82186.0
9917,1,20452.0
9917,4,9996.0
9918,2,34925.0
9918,3,20348.0
9919,3,74376.0
9920,2,68982.0
9921,2,64243.0
9922,1,18606.0
9923,4,72695.0
9924,2,48326.0
9924,4,12951.0
9925,2,26603.0
9926,2,28904.0
9926,4,30666.0
9927,4,21363.0
9928,2,76937.0
9930,6,9555.0
9931,3,34459.0
9932,1,32540.0
9933,2,23592.0
9933,5,62648.0
9934,2,56791.0
9936,3,79944.0
9937,4,56513.0
9938,2,53609.0
9938,5,17915.0
9939,3,49602.0
9939,4,5683.0
9940,2,54259.0
9942,3,69208.0
9943,1,44680.0
9944,4,41023.0
9945,3,42044.0
9945,4,21005.0
9947,5,17249.0
9948,2,42524.0
9949,2,38191.0
9950,3,3793.0
9951,2,30976.0
9952,3,48809.0
9954,2,36027.0
9954,4,24323.0
9955,4,101702.0
9956,1,55992.0
9957,3,63812.0
9957,4,14598.0
9958,3,5029.0
9960,3,92344.0
9961,3,46831.0
9962,3,96715.0
9964,2,71784.0
9965,6,56438.0
9966,2,91150.0
9967,3,45943.0
9968,3,63170.0
9969,4,50034.0
9970,2,72430.0
9971,2,61182.0
9972,2,41711.0
9973,3,38590.0
9975,5,70587.0
9976,1,21995.0
9977,3,93705.0
9978,3,82763.0
9980,3,123133.0
9981,3,27699.0
9982,1,19387.0
9983,3,7120.0
9984,2,11082.0
9985,2,23250.0
9986,5,11323.0
9987,3,77644.0
9988,7,70311.0
9989,1,38850.0
9990,1,51619.0
9991,2,5045.0
9993,1,35496.0
9994,5,56528.0
9995,2,80405.0
9995,4,17504.0
9996,4,29202.0
9997,4,10611.0
9998,4,15746.0
9999,5,27422.0
10000,4,25668.0
10001,2,61527.0
10002,2,8358.0
10003,4,44456.0
10004,2,30319.0
10005,4,73978.0
10006,2,82834.0
10006,3,28105.0
10007,4,2445.0
10009,3,7571.0
10009,6,49457.0
10011,3,82826.0
10012,2,45299.0
10014,3,9726.0
10015,2,74196.0
10016,1,11246.0
10017,2,79737.0
10018,2,25473.0
10019,4,39002.0
10019,6,12627.0
10020,4,25026.0
10021,4,11150.0
10022,4,48506.0
10022,6,12241.0
10023,3,8655.0
10024,3,26834.0
10025,3,50477.0
10027,1,68398.0
10028,1,20228.0
10029,6,36607.0
10030,2,50213.0
10031,1,4093.0
10034,1,63814.0
10035,5,36705.0
10036,3,17526.0
10037,4,40677.0
10038,4,15808.0
10039,3,42903.0
10041,3,59587.0
10042,2,62477.0
10043,2,8783.0
10044,2,26688.0
10045,3,22302.0
10046,5,45367.0
10047,3,45283.0
10049,2,59123.0
10050,2,52982.0
10051,6,13419.0
10052,3,20769.0
10056,3,3540.0
10057,3,8288.0
10058,2,66169.0
10059,2,89285.0
10060,5,6455.0
10062,3,29318.0
10063,3,21728.0
10064,2,17948.0
10066,4,49347.0
10066,5,29587.0
10067,2,45490.0
10068,4,84350.0
10069,7,15560.0
10070,2,86082.0
10071,4,27044.0
10072,3,28528.0
10074,2,7499.0
10075,1,12450.0
10081,2,12308.0
10082,3,16036.0
10083,3,63973.0
10084,6,52513.0
10086,3,18034.0
10087,3,8448.0
10090,2,29406.0
10091,6,71626.0
10092,3,32879.0
10092,4,23494.0
10093,4,32304.0
10095,3,28063.0
10096,2,46884.0
10098,3,58503.0
10099,2,71162.0
10101,3,6115.0
10102,1,22158.0
10104,5,72609.0
10105,2,48790.0
10105,3,32713.0
10106,2,26232.0
10107,3,20006.0
10108,1,43214.0
10110,4,42094.0
10111,2,5255.0
10111,4,91461.0
10113,2,24021.0
10114,2,74138.0
10115,2,39840.0
10116,2,46777.0
10117,2,48954.0
10118,1,6284.0
10118,3,56291.0
10119,4,8875.0
10120,4,35123.0
10121,3,18194.0
10122,3,25724.0
10123,3,32006.0
10123,4,31312.0
10124,5,13011.0
10125,4,22980.0
10126,3,22036.0
10127,3,44684.0
10128,4,10385.0
10129,3,88557.0
10130,2,16114.0
10130,3,93019.0
10131,2,4176.0
10131,5,29831.0
10132,3,15498.0
10133,4,37496.0
10135,2,30834.0
10136,2,34662.0
10137,2,8063.0
10138,2,102712.0
10139,2,30278.0
10140,5,13012.0
10141,6,60700.0
10143,4,10780.0
10144,5,18803.0
10145,4,45097.0
10146,2,59873.0
10146,3,16270.0
10147,4,5250.0
10149,1,31921.0
10150,1,48176.0
10150,3,47841.0
10151,5,61979.0
10152,2,48765.0
10153,1,5286.0
10153,3,119125.0
10154,3,16739.0
10155,5,33638.0
10157,1,10635.0
10158,6,9508.0
10159,2,75575.0
10161,4,72057.0
10162,3,8093.0
10163,4,34026.0
10164,5,17916.0
10165,3,45493.0
10166,5,89604.0
10167,2,26718.0
10168,5,24847.0
10169,3,93174.0
10170,4,11843.0
10171,3,78393.0
10172,2,84886.0
10173,1,43545.0
10174,1,10088.0
10177,1,66917.0
10178,3,70659.0
10179,7,12184.0
10180,1,12020.0
10181,1,59130.0
10182,3,5754.0
10182,6,10338.0
10184,2,42503.0
10185,2,15056.0
10185,4,45986.0
10187,8,3328.0
10188,2,17080.0
10189,3,14619.0
10189,6,25927.0
10190,1,15927.0
10191,4,30070.0
10192,2,107843.0
10193,1,14203.0
10194,3,17551.0
10194,4,23022.0
10196,4,66121.0
10197,5,69415.0
10198,6,49389.0
10199,3,13979.0
10200,4,13156.0
10201,6,44582.0
10202,3,25925.0
10204,2,63662.0
10206,2,117664.0
10207,2,10348.0
10208,2,13770.0
10209,1,5710.0
10210,1,29876.0
10210,3,14514.0
10214,5,69979.0
10216,2,91866.0
10217,3,47123.0
10219,3,51853.0
10220,1,15154.0
10221,2,90747.0
10223,2,101530.0
10224,4,18667.0
10225,3,21453.0
10226,2,28302.0
10227,4,37024.0
10228,3,7727.0
10228,4,26410.0
10229,3,48904.0
10230,5,17698.0
10231,3,35493.0
10233,3,15900.0
10236,2,72616.0
10237,4,16482.0
10238,3,3845.0
10239,5,84866.0
10241,4,19491.0
10242,1,43185.0
10244,3,27590.0
10245,4,104819.0
10247,4,11307.0
10248,1,13474.0
10250,3,39217.0
10251,2,41632.0
10252,2,7679.0
10254,2,3858.0
10255,7,7355.0
10256,4,46615.0
10257,3,11203.0
10258,5,41652.0
10259,2,30651.0
10260,2,110612.0
10262,3,42522.0
10262,5,68072.0
10263,3,88791.0
10263,5,45883.0
10264,2,115639.0
10265,1,5822.0
10265,3,53247.0
10266,2,37590.0
10267,3,40884.0
10267,5,12149.0
10268,3,15989.0
10268,5,10932.0
10269,4,103203.0
10270,4,33243.0
10271,3,92040.0
10271,4,16944.0
10272,2,56048.0
10273,2,123104.0
10275,2,73140.0
10276,3,68435.0
10278,3,90311.0
10279,4,65455.0
10280,2,5181.0
10281,2,59603.0
10282,2,45289.0
10283,1,46398.0
10284,5,2938.0
10284,6,46847.0
10285,1,31491.0
10286,2,49741.0
10286,4,30842.0
10287,3,54873.0
10288,3,43611.0
10289,2,32802.0
10290,3,35319.0
10294,3,14294.0
10295,4,18789.0
10295,5,15899.0
10296,3,55086.0
10297,2,100619.0
10298,2,65036.0
10299,2,37388.0
10301,3,46213.0
10303,1,35550.0
10303,4,72331.0
10304,2,33796.0
10305,5,7720.0
10307,2,9221.0
10308,3,15659.0
10310,3,3087.0
10311,2,63547.0
10313,5,39437.0
10314,3,20861.0
10314,5,25788.0
10315,1,69671.0
10316,3,81879.0
10318,4,48638.0
10319,2,24822.0
10320,1,22949.0
10321,3,76637.0
10322,2,36354.0
10323,1,7754.0
10323,5,12669.0
10324,3,31233.0
10325,2,108397.0
10325,3,76224.0
10326,1,9078.0
10327,1,6999.0
10328,3,45862.0
10328,4,21385.0
10329,2,6985.0
10331,4,5979.0
10331,5,33490.0
10332,6,36511.0
10333,5,66264.0
10334,2,7863.0
10334,3,53327.0
10336,3,36989.0
10337,3,56007.0
10338,2,93628.0
10339,1,31229.0
10340,2,91240.0
10341,4,34634.0
10345,2,70675.0
10346,3,14040.0
10347,3,53702.0
10348,2,20289.0
10348,5,17563.0
10349,2,74059.0
10352,4,18822.0
10353,3,56255.0
10354,1,37248.0
10354,4,4610.0
10355,3,101693.0
10356,1,13395.0
10357,2,25260.0
10357,3,12157.0
10358,3,44595.0
10358,4,27555.0
10359,2,68147.0
10361,4,12703.0
10363,4,17119.0
10364,4,63156.0
10365,4,16980.0
10367,7,4354.0
10368,3,83813.0
10369,2,70645.0
10370,1,38333.0
10371,3,17430.0
10371,8,29228.0
10372,2,14995.0
10374,2,51737.0
10376,5,2829.0
10377,4,29476.0
10379,3,3468.0
10381,4,51667.0
10382,3,116522.0
10385,2,97043.0
10387,2,90757.0
10388,2,89965.0
10390,3,36880.0
10392,4,111735.0
10393,5,20358.0
10394,4,8501.0
10396,4,81656.0
10397,3,62300.0
10398,3,47910.0
10399,1,64953.0
10401,2,52524.0
10402,3,30116.0
10403,3,19045.0
10405,1,12064.0
10406,3,16097.0
10406,5,34814.0
10408,3,39730.0
10409,2,30517.0
10410,1,44724.0
10410,2,30777.0
10412,3,27211.0
10413,1,27541.0
10413,3,33037.0
10413,4,19506.0
10414,3,54167.0
10415,2,59866.0
10416,2,86712.0
10417,2,46777.0
10418,4,87989.0
10419,1,11056.0
10420,5,36676.0
10421,2,73218.0
10421,4,59660.0
10422,2,48775.0
10423,4,22003.0
10429,2,57232.0
10433,2,19356.0
10434,3,3511.0
10435,2,75696.0
10436,4,44886.0
10439,2,15693.0
10440,2,74808.0
10441,2,12176.0
10441,3,78644.0
10442,2,32887.0
10443,3,54332.0
10444,3,103969.0
10445,3,13922.0
10447,2,15575.0
10448,4,102302.0
10449,2,33584.0
10450,3,15916.0
10451,4,20104.0
10452,1,45278.0
10453,3,98037.0
10454,4,68577.0
10455,2,27010.0
10456,2,16322.0
10458,1,18811.0
10458,2,122263.0
10459,3,27873.0
10459,5,29740.0
10460,2,94123.0
10461,6,62202.0
10462,1,18398.0
10465,1,20804.0
10465,3,82867.0
10466,4,95775.0
10467,2,43571.0
10469,2,14987.0
10469,4,16168.0
10470,1,38082.0
10471,3,69488.0
10472,2,15681.0
10473,2,117915.0
10474,2,87607.0
10475,2,49792.0
10476,3,35634.0
10477,2,25705.0
10478,3,133825.0
10479,5,6722.0
10480,3,67208.0
10482,3,20383.0
10483,3,11023.0
10484,6,15031.0
10485,4,16270.0
10486,3,69629.0
10487,5,8300.0
10488,1,48173.0
10489,2,17085.0
10490,2,38478.0
10491,3,32539.0
10492,1,47285.0
10493,6,38996.0
10496,2,28847.0
10497,2,19607.0
10498,4,30165.0
10499,2,35577.0
10500,2,76061.0
10504,3,39891.0
10505,2,58403.0
10506,3,52359.0
10507,1,18510.0
10509,1,12422.0
10510,8,66144.0
10511,3,14195.0
10512,2,60829.0
10513,4,50786.0
10514,4,42372.0
10517,1,14587.0
10518,2,38913.0
10519,2,30552.0
10522,5,8932.0
10523,3,28567.0
10524,2,10399.0
10526,2,23051.0
10527,3,31702.0
10528,1,25150.0
10529,4,11796.0
10530,3,25624.0
10531,4,62204.0
10532,2,11691.0
10533,4,65214.0
10534,4,42804.0
10535,2,84551.0
10536,2,6960.0
10536,3,14135.0
10536,4,34527.0
10538,2,57875.0
10539,4,81170.0
10540,1,14074.0
10541,3,29650.0
10542,2,58265.0
10544,1,44626.0
10545,4,2906.0
10546,2,38389.0
10547,2,11786.0
10551,3,24241.0
10552,5,61501.0
10553,1,14166.0
10554,3,44839.0
10555,3,35167.0
10556,7,14108.0
10557,2,97338.0
10558,2,7577.0
10558,3,30987.0
10560,3,6899.0
10561,1,13360.0
10561,3,22779.0
10562,3,52641.0
10563,4,20334.0
10564,4,56794.0
10564,6,14171.0
10565,3,26666.0
10566,4,72264.0
10567,4,25785.0
10568,3,113801.0
10573,3,35720.0
10574,2,20507.0
10575,3,32367.0
10576,4,39196.0
10577,2,33187.0
10578,3,22340.0
10580,1,4473.0
10582,1,31854.0
10583,2,19045.0
10584,3,60436.0
10585,1,19658.0
10590,5,34376.0
10592,2,24998.0
10593,3,72660.0
10595,2,14204.0
10595,3,30772.0
10596,2,75102.0
10598,4,59174.0
10599,4,12729.0
10600,1,4614.0
10600,2,8317.0
10600,3,61543.0
10602,3,37704.0
10603,3,43117.0
10605,5,12978.0
10608,1,33202.0
10608,3,102404.0
10609,4,5478.0
10611,3,61011.0
10612,3,13832.0
10613,2,45510.0
10614,2,75801.0
10615,3,6932.0
10616,4,15035.0
10617,3,83280.0
10618,4,38989.0
10619,3,15082.0
10620,2,50993.0
10621,4,14722.0
10622,2,28092.0
10622,3,2736.0
10623,1,27750.0
10625,4,71732.0
10626,3,58271.0
10627,3,8270.0
10627,4,45892.0
10628,2,10680.0
10628,3,7631.0
10628,7,14823.0
10629,4,4726.0
10630,3,89330.0
10631,5,2763.0
10632,3,74413.0
10634,2,10269.0
10635,2,57536.0
10636,2,9292.0
10639,1,26614.0
10641,2,13473.0
10641,5,17188.0
10644,3,8832.0
10645,5,17234.0
10646,4,46437.0
10647,4,14793.0
10648,4,81827.0
10651,4,16937.0
10652,2,38942.0
10652,4,60478.0
10653,2,23980.0
10654,1,29496.0
10655,3,23757.0
10656,5,5981.0
10658,3,35254.0
10659,3,3091.0
10660,3,22551.0
10661,4,31476.0
10662,5,12989.0
10664,4,29554.0
10665,3,7075.0
10666,3,6136.0
10667,3,81882.0
10668,2,79711.0
10669,2,22236.0
10670,2,82665.0
10671,3,24646.0
10673,2,5146.0
10674,3,19759.0
10675,2,19567.0
10676,4,23184.0
10676,5,54832.0
10677,1,12209.0
10678,2,90894.0
10680,2,101181.0
10681,4,31450.0
10682,3,98471.0
10683,2,15220.0
10684,2,96512.0
10685,2,99985.0
10686,3,98284.0
10686,4,14933.0
10687,2,87495.0
10688,3,59117.0
10689,2,38566.0
10690,3,100337.0
10692,3,55461.0
10693,2,44297.0
10694,3,21353.0
10695,4,85613.0
10696,5,6593.0
10697,7,5775.0
10699,3,42304.0
10700,2,29024.0
10701,2,39871.0
10703,4,26881.0
10704,3,57670.0
10706,3,25756.0
10707,2,66407.0
10707,3,6045.0
10708,4,48457.0
10709,2,36943.0
10709,5,23215.0
10711,3,44055.0
10712,3,15394.0
10713,3,19162.0
10714,4,4278.0
10715,3,21177.0
10719,2,8349.0
10719,4,67388.0
10720,1,15609.0
10721,3,3938.0
10722,6,33144.0
10723,4,18156.0
10724,2,34897.0
10725,3,33914.0
10727,4,11922.0
10728,1,9606.0
10728,3,15531.0
10729,1,18078.0
10729,2,13766.0
10730,2,32537.0
10731,3,51496.0
10732,2,99784.0
10733,3,16347.0
10734,2,63503.0
10735,2,72692.0
10736,2,56186.0
10737,1,26113.0
10738,3,2143.0
10739,2,73887.0
10739,5,11980.0
10740,2,22598.0
10740,5,6219.0
10741,4,57656.0
10742,5,29036.0
10743,3,8558.0
10746,4,13889.0
10747,2,111258.0
10748,4,30222.0
10749,3,34794.0
10750,6,43688.0
10751,4,42632.0
10752,2,32984.0
10755,3,66999.0
10756,4,22956.0
10757,2,63115.0
10758,3,6062.0
10759,2,51432.0
10759,6,3539.0
10760,3,13308.0
10763,4,17777.0
10763,5,17722.0
10765,1,21655.0
10765,4,24217.0
10766,4,56439.0
10767,5,12562.0
10768,3,14760.0
10769,3,59216.0
10770,6,9636.0
10772,2,68095.0
10773,5,12665.0
10774,2,12005.0
10774,5,48098.0
10775,3,5782.0
10775,4,12977.0
10776,2,44229.0
10777,2,31071.0
10778,1,36807.0
10780,4,30895.0
10781,3,9859.0
10783,4,66368.0
10784,3,47870.0
10784,4,27480.0
10785,5,38031.0
10786,2,48203.0
10787,5,24428.0
10789,2,25524.0
10792,6,16783.0
10794,4,24407.0
10795,4,96662.0
10796,1,49628.0
10797,2,49143.0
10798,5,40604.0
10799,3,16563.0
10800,4,27605.0
10802,2,33242.0
10803,2,31073.0
10803,3,67714.0
10804,3,71970.0
10806,2,11510.0
10807,1,20816.0
10808,5,26045.0
10809,3,38830.0
10809,5,2303.0
10811,6,19291.0
10814,4,20417.0
10815,3,81716.0
10817,4,17766.0
10818,4,62643.0
10819,2,75556.0
10821,2,41767.0
10822,1,26557.0
10822,2,35784.0
10824,2,22881.0
10826,4,12378.0
10827,3,18700.0
10828,1,39660.0
10829,4,23065.0
10831,2,24063.0
10831,4,14704.0
10832,5,23115.0
10833,2,78906.0
10834,6,2589.0
10837,2,22156.0
10837,3,15111.0
10838,1,21486.0
10839,3,71379.0
10840,3,84939.0
10841,3,41970.0
10842,4,44835.0
10843,2,71031.0
10845,2,9071.0
10847,3,38995.0
10848,2,23873.0
10849,2,58242.0
10849,4,28237.0
10850,2,15267.0
10851,3,27564.0
10852,2,29115.0
10853,2,14607.0
10854,1,5037.0
10855,4,105293.0
10856,1,45291.0
10856,2,70755.0
10857,2,14375.0
10858,2,16639.0
10859,2,9317.0
10859,3,25406.0
10861,4,78230.0
10862,2,11078.0
10863,4,22768.0
10864,2,97694.0
10865,1,18727.0
10865,2,59311.0
10866,2,23262.0
10866,3,42431.0
10867,3,37789.0
10868,4,23170.0
10869,3,7581.0
10870,4,31053.0
10873,2,34453.0
10876,4,52180.0
10877,2,5591.0
10877,5,67052.0
10878,3,15263.0
10880,3,33717.0
10880,4,35751.0
10880,6,6844.0
10882,2,102785.0
10883,5,32203.0
10884,2,19358.0
10884,4,36322.0
10887,1,81357.0
10888,1,12084.0
10888,3,12438.0
10889,3,26260.0
10890,2,46481.0
